pillar,cluster_id,canonical_concept,keyword,term,source,provenance,confidence,nearest_A_cluster_id,nearest_A_cluster_name,nearest_A_pillar,nearest_A_sim
environmental,0,environmental compliance,supply_chain_sustainability,supply chain sustainability,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,supply_chain_transparency,supply chain transparency,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,supply_reliability,supply reliability,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,sustainability_performance,sustainability performance,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,sustainable_sourcing,sustainable sourcing,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,sustainable_supply_chain,sustainable supply chain,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,system_performance,system performance,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,system_security,system security,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,t_scope,t scope,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,technical_capability,technical capability,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,technological,technological,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,technological_capability,technological capability,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,technological_innovation,technological innovation,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,technology_innovation,technology innovation,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,throughout_the_supply_chain,throughout the supply chain,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,time_delivery,time delivery,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,timely_delivery,timely delivery,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,total_scope,total scope,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,traceability,traceability,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,trade_compliance,trade compliance,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,transition_risk,transition risk,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,user_experience,user experience,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,user-friendliness,user friendliness,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,user_privacy,user privacy,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,value_engineering,value engineering,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,vigilance,vigilance,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,workforce_health,workforce health,A,original,1,0,environmental compliance,environmental,
environmental,0,environmental compliance,workmanship,workmanship,A,original,1,0,environmental compliance,environmental,
environmental,1,environmental pollutants,absolute_emission,absolute emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,address_climate_change,address climate change,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,aesthetic,aesthetic,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,air_and_noise_pollution,air and noise pollution,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,air_and_water,air and water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,air_and_water_pollution,air and water pollution,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,air_contamination,air contamination,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,air_emission,air emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,air_pollutant,air pollutant,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,air_pollutant_emission,air pollutant emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,air-pollution,air pollution,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,air-quality,air quality,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,air_water,air water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,air_water_and_soil_pollution,air water and soil pollution,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,ambient_air_quality,ambient air quality,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,anti-_virus,anti viru,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,aqueous_effluent,aqueous effluent,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,asbestos_waste,asbestos waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,atmospheric_pollutant,atmospheric pollutant,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,atmospheric_pollution,atmospheric pollution,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,b3_waste,b3 waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,backwash_water,backwash water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,baseline_emission,baseline emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,biodegradable_waste,biodegradable waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,biomedical_waste,biomedical waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,bottom_ash,bottom ash,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,burning_of_fossil_fuel,burning of fossil fuel,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon,carbon,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_and_water_footprint,carbon and water footprint,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_balance,carbon balance,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_consumption,carbon consumption,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_dioxide,carbon dioxide,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_dioxide_co2,carbon dioxide co2,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_dioxide_co2_emission,carbon dioxide co2 emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon-dioxide_emission,carbon dioxide emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_emission,carbon emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_emission_intensity,carbon emission intensity,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_foot_print,carbon foot print,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon-footprint,carbon footprint,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_impact,carbon impact,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_intensity,carbon intensity,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_intensive,carbon intensive,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_management,carbon management,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_monoxide,carbon monoxide,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_monoxide_co,carbon monoxide co,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_neutral,carbon neutral,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_output,carbon output,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_performance,carbon performance,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_profile,carbon profile,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_reduction,carbon reduction,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_sequestration,carbon sequestration,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,carbon_usage,carbon usage,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,ch4_emission,ch4 emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,chemical,chemical,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,chemical_waste,chemical waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,chemical_water,chemical water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,city_sewage,city sewage,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,clean,clean,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,clean_wastewater,clean wastewater,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,cleaner,cleaner,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,cleanup,cleanup,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate,climate,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_action,climate action,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_adaptation,climate adaptation,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_agenda,climate agenda,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_challenge,climate challenge,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate-change,climate change,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_change_adaptation,climate change adaptation,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_change_and_biodiversity,climate change and biodiversity,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_change_and_global_warming,climate change and global warming,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_change_and_resource_scarcity,climate change and resource scarcity,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_change_and_water_scarcity,climate change and water scarcity,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_change_biodiversity,climate change biodiversity,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_change_climate_change,climate change climate change,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_change_environmental_degradation,climate change environmental degradation,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_change_mitigation,climate change mitigation,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_change_mitigation_and_adaptation,climate change mitigation and adaptation,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_concern,climate concern,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_crisis,climate crisi,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_disruption,climate disruption,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_emergency,climate emergency,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_emission,climate emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_footprint,climate footprint,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_gas,climate ga,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_impact,climate impact,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_issue,climate issue,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_mitigation,climate mitigation,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_policy,climate policy,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_protection,climate protection,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_resilience,climate resilience,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_risk,climate risk,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_strategy,climate strategy,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_transition,climate transition,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,climate_warming,climate warming,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co_emission,co emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co_equivalent,co equivalent,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2,co2,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2-e,co2 e,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2-e_emission,co2 e emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2-emission,co2 emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_emission_datum,co2 emission datum,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_emission_from_energy_consumption,co2 emission from energy consumption,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_emission_from_fossil,co2 emission from fossil,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_emission_intensity,co2 emission intensity,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_emission_level,co2 emission level,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_emission_reduction,co2 emission reduction,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_emission_tonne,co2 emission tonne,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_emit,co2 emit,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_emmision,co2 emmision,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_equiv,co2 equiv,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_equivalent,co2 equivalent,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_equivalent_emission,co2 equivalent emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_equivalent_tonne,co2 equivalent tonne,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_footprint,co2 footprint,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_gas_emission,co2 gas emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_impact,co2 impact,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_intensity,co2 intensity,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_nox,co2 nox,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_output,co2 output,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_production,co2 production,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_reduction,co2 reduction,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2_tonne,co2 tonne,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2e,co2e,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2e_emission,co2e emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2emission,co2emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,co2eq_emission,co2eq emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,coal_dust,coal dust,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,coc_emission,coc emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,combat_climate_change,combat climate change,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,combat_global_warming,combat global warming,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,combustible_waste,combustible waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,combustion_of_fuel,combustion of fuel,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,company_carbon_footprint,company carbon footprint,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,company_emission,company emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,compost,compost,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,construction_noise,construction noise,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,construction_waste,construction waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,contaminant,contaminant,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,contaminate_water,contaminate water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,contaminated_soil,contaminated soil,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,contaminated_waste,contaminated waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,contaminated_water,contaminated water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,contamination,contamination,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,cool_water,cool water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,coz_emission,coz emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,dangerous_waste,dangerous waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,decarbonisation,decarbonisation,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,decarbonization,decarbonization,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,diffuse_emission,diffuse emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,dioxin_emission,dioxin emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,direct_emissions,direct emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,dirty_water,dirty water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,discharge_of_sewage,discharge of sewage,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,discharge_of_wastewater,discharge of wastewater,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,discharge_water,discharge water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,discharged_water,discharged water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,disposal_area,disposal area,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,disposal_site,disposal site,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,domestic_sewage,domestic sewage,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,domestic_wastewater,domestic wastewater,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,drainage_water,drainage water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,drink_water,drink water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,drinking_water,drinking water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,due_to_global_warming,due to global warming,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,dump_site,dump site,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,dust,dust,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,dust_and_noise,dust and noise,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,dust_control,dust control,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,dust_emission,dust emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,dust_management,dust management,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,dust_noise,dust noise,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,dust_pollution,dust pollution,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,dust_reduction,dust reduction,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,eco_footprint,eco footprint,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,ecological_balance,ecological balance,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,ecological_footprint,ecological footprint,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,effect_of_global_warming,effect of global warming,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,effluence,effluence,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,effluent,effluent,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,effluent_and_emission,effluent and emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,effluent_discharge,effluent discharge,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,effluent_stream,effluent stream,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,effluent_treatment,effluent treatment,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,effluent_treatment_plant,effluent treatment plant,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,effluent_waste,effluent waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,effluent_water,effluent water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,electricity_emission,electricity emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,electronic_waste,electronic waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,embodied_carbon,embodied carbon,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,embody_carbon,embody carbon,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission,emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_and_waste,emission and waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_breakdown,emission breakdown,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_control,emission control,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_datum,emission datum,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_emission,emission emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_factor,emission factor,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_figure,emission figure,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_footprint,emission footprint,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_from_purchased,emission from purchased,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_increase,emission increase,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_intensity,emission intensity,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_level,emission level,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_air_pollutant,emission of air pollutant,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_carbon_dioxide,emission of carbon dioxide,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_co2,emission of co2,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_dust,emission of dust,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_fossil_carbon_dioxide,emission of fossil carbon dioxide,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_ghg,emission of ghg,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_greenhouse_gas,emission of greenhouse ga,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_methane,emission of methane,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_nitrogen_oxide,emission of nitrogen oxide,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_nitrogen_oxide_nox,emission of nitrogen oxide nox,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_nox,emission of nox,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_pollutant,emission of pollutant,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_of_so2,emission of so2,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission-reduction,emission reduction,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_reporting,emission reporting,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_result,emission result,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_scope,emission scope,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_source,emission source,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_tco2e,emission tco2e,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_to_air,emission to air,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_tonne_co2e,emission tonne co2e,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emission_total,emission total,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emissions_scope,emissions scope,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,emmission,emmission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,energy_and_carbon,energy and carbon,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,energy_and_climate,energy and climate,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,energy_emission,energy emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,energy_footprint,energy footprint,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,energy_issue,energy issue,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,energy_reduction,energy reduction,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,energy_transition,energy transition,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environment_hsse,environment hsse,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environment_pollution,environment pollution,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environment_quality,environment quality,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environmental_burden,environmental burden,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environmental_conservation,environmental conservation,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environmental_damage,environmental damage,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environmental_degradation,environmental degradation,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environmental_friendliness,environmental friendliness,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environmental_hazard,environmental hazard,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environmental_load,environmental load,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environmental_pollution,environmental pollution,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environmental_preservation,environmental preservation,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environmental_responsibility,environmental responsibility,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,environmental_sustainability,environmental sustainability,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,epa,epa,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,equivalent_tco2e,equivalent tco2e,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,etp_plant,etp plant,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,etp_water,etp water,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,exhaust_emission,exhaust emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,exhaust_gas,exhaust ga,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,exhaust_gas_emission,exhaust gas emission,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,extreme_weather_event,extreme weather event,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,factory_waste,factory waste,A,original,1,1,environmental pollutants,environmental,
environmental,1,environmental pollutants,fight_against_global_warming,fight against global warming,A,original,1,1,environmental pollutants,environmental,
